Transaction ID,Date,Time,Store ID,Product Name,Category,Subcategory,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID,Age,Gender,Income Level,Location,Loyalty Program,Purchase Frequency
T0043,2024-01-24,07:26:19,S004,Water Heaters 401,Home Appliances,Water Heaters,1,79805.25,79805.25,1303.93,Debit Card,C004,80,Male,"50,000-74,999",Mumbai,No,High
T0014,2024-02-09,20:32:38,S001,Coffee Makers 374,Home Appliances,Coffee Makers,5,71271.22,356356.1,95635.16,Mobile Payment,C006,74,Male,"100,000+",Bangalore,Yes,Medium
T0053,2024-05-24,16:47:23,S004,Massage Devices 341,Health and Wellness,Massage Devices,1,83685.2,83685.2,20698.98,Mobile Payment,C0082,60,Female,"25,000-49,999",Chennai,Yes,High
T0089,2024-06-26,05:43:34,S001,Hiking Boots 126,Sports and Outdoors,Hiking Boots,5,98631.65,493158.25,10161.47,Mobile Payment,C009,77,Male,"25,000-49,999",Hyderabad,Yes,Medium
T0093,2024-07-18,11:20:12,S003,Comic Books 403,Books and Media,Comic Books,3,48876.76,146630.28,18827.87,Cash,C0027,74,Male,"<25,000",Bangalore,No,Low
T0054,2024-06-23,05:00:07,S005,Sunglasses 385,Fashion and Accessories,Sunglasses,1,25058.61,25058.61,883.11,Cash,C009,39,Male,"100,000+",Mumbai,Yes,Medium
T002,2024-03-13,16:04:10,S001,Audiobooks 643,Books and Media,Audiobooks,5,88007.95,440039.75,125622.9,Credit Card,C0044,77,Male,"100,000+",Bangalore,Yes,High
T0017,2024-04-26,20:23:43,S004,Printers 478,Electronics,Printers,3,77128.59,231385.77,23772.62,Cash,C0063,43,Female,"50,000-74,999",Bangalore,Yes,Low
T0069,2024-05-05,10:17:56,S003,Gloves 580,Fashion and Accessories,Gloves,4,66650.64,266602.56,705.17,Credit Card,C006,25,Male,"25,000-49,999",Chennai,No,High
T0083,2024-04-12,21:54:23,S001,Jewelry 260,Fashion and Accessories,Jewelry,5,74208.36,371041.8,21568.83,Mobile Payment,C0078,72,Female,"25,000-49,999",Hyderabad,Yes,Low
T0030,2024-01-29,09:54:29,S001,Washing Machines 181,Home Appliances,Washing Machines,2,96558.33,193116.66,1841.36,Credit Card,C0043,64,Female,"50,000-74,999",Bangalore,No,Low
T0013,2024-02-19,23:37:14,S001,Printers 264,Electronics,Printers,2,59873.89,119747.78,4212.26,Mobile Payment,C0025,62,Female,"100,000+",Chennai,No,Low
T0016,2024-03-28,04:04:01,S004,Running Shoes 556,Sports and Outdoors,Running Shoes,4,44689.54,178758.16,11457.67,Credit Card,C0049,66,Male,"100,000+",Chennai,Yes,Medium
T009,2024-01-15,23:31:03,S001,Microwave Ovens 299,Home Appliances,Microwave Ovens,4,26934.16,107736.64,19104.21,Credit Card,C0028,74,Female,"75,000-99,999",Mumbai,Yes,Medium
T0014,2024-05-04,16:11:14,S005,Jackets 648,Fashion and Accessories,Jackets,2,64425.76,128851.52,7781.22,Debit Card,C0090,37,Male,"100,000+",Bangalore,Yes,High
T0037,2024-01-20,01:56:01,S002,Shoes 331,Fashion and Accessories,Shoes,5,12057.6,60288.0,7601.61,Credit Card,C004,52,Female,"50,000-74,999",Chennai,Yes,High
T0034,2024-05-13,23:24:32,S003,Massage Devices 217,Health and Wellness,Massage Devices,4,80601.58,322406.32,28795.03,Debit Card,C0037,84,Male,"<25,000",Chennai,No,Medium
T0045,2024-04-23,13:29:03,S002,Routers 743,Electronics,Routers,3,25114.41,75343.23,10715.01,Credit Card,C0077,78,Female,"<25,000",Chennai,Yes,Medium
T0055,2024-03-22,19:53:06,S002,CDs 716,Books and Media,CDs,1,6650.27,6650.27,1706.48,Credit Card,C0077,59,Male,"25,000-49,999",Chennai,Yes,High
T0031,2024-04-21,15:34:11,S004,Treadmills 744,Sports and Outdoors,Treadmills,1,15515.05,15515.05,354.02,Mobile Payment,C0023,45,Male,"75,000-99,999",Bangalore,Yes,Low
T0097,2024-05-17,00:02:19,S001,Comic Books 252,Books and Media,Comic Books,3,76577.53,229732.59,51631.5,Debit Card,C0083,66,Male,"<25,000",Chennai,Yes,Medium
T0020,2024-01-31,15:08:19,S005,Headphones 237,Electronics,Headphones,3,79597.47,238792.41,39483.09,Credit Card,C0091,30,Male,"75,000-99,999",Chennai,No,Low
T0086,2024-01-04,01:44:53,S002,Audiobooks 607,Books and Media,Audiobooks,3,49418.12,148254.36,29716.28,Mobile Payment,C0080,46,Female,"25,000-49,999",Hyderabad,No,Medium
T0016,2024-02-19,09:36:49,S002,Camping Gear 436,Sports and Outdoors,Camping Gear,5,62016.45,310082.25,58771.11,Debit Card,C0016,74,Male,"75,000-99,999",Mumbai,No,High
T0060,2024-06-08,10:08:08,S002,Supplements 740,Health and Wellness,Supplements,5,40396.11,201980.55,46311.16,Debit Card,C0099,78,Male,"25,000-49,999",Delhi,Yes,Medium
T0091,2024-07-17,00:20:43,S002,Hiking Boots 712,Sports and Outdoors,Hiking Boots,5,96027.81,480139.05,17101.13,Mobile Payment,C0026,31,Female,"25,000-49,999",Bangalore,Yes,Medium
T0028,2024-04-25,20:12:59,S002,Wearable Devices 786,Electronics,Wearable Devices,4,32091.59,128366.36,2161.5,Credit Card,C0044,76,Male,"<25,000",Bangalore,No,Low
T0019,2024-06-27,22:52:13,S004,Handbags 554,Fashion and Accessories,Handbags,5,41837.88,209189.4,56308.16,Mobile Payment,C0077,68,Male,"75,000-99,999",Delhi,No,Low
T0069,2024-03-29,20:54:36,S001,Dishwashers 201,Home Appliances,Dishwashers,1,39157.9,39157.9,10078.41,Debit Card,C006,24,Male,"<25,000",Bangalore,No,Medium
T0040,2024-03-20,15:38:51,S002,Washing Machines 589,Home Appliances,Washing Machines,5,51936.38,259681.9,10799.0,Debit Card,C0061,47,Male,"25,000-49,999",Bangalore,Yes,High
T0055,2024-04-21,11:24:30,S003,Sports Apparel 613,Sports and Outdoors,Sports Apparel,4,69123.3,276493.2,31891.24,Mobile Payment,C0083,64,Female,"25,000-49,999",Delhi,Yes,Medium
T0067,2024-07-02,15:03:07,S004,Protein Powders 750,Health and Wellness,Protein Powders,4,97665.78,390663.12,65875.55,Mobile Payment,C005,78,Male,"75,000-99,999",Mumbai,Yes,Medium
T0075,2024-07-06,20:08:10,S002,Sunglasses 445,Fashion and Accessories,Sunglasses,1,13896.76,13896.76,1890.7,Mobile Payment,C0080,41,Female,"100,000+",Bangalore,Yes,Low
T0097,2024-02-22,21:23:02,S004,Hiking Boots 447,Sports and Outdoors,Hiking Boots,2,69460.48,138920.96,5478.21,Cash,C0023,43,Female,"100,000+",Bangalore,No,High
T0014,2024-07-16,16:01:38,S004,Laptops 153,Electronics,Laptops,2,96793.58,193587.16,16105.69,Credit Card,C0057,76,Male,"50,000-74,999",Bangalore,No,Medium
T006,2024-05-03,05:32:24,S003,Home Assistants 275,Electronics,Home Assistants,3,18326.96,54980.88,11877.85,Debit Card,C0096,61,Male,"100,000+",Delhi,Yes,High
T0078,2024-04-10,18:51:34,S002,Massage Devices 852,Health and Wellness,Massage Devices,3,42804.41,128413.23,527.9,Debit Card,C0096,62,Male,"<25,000",Chennai,No,Medium
T0012,2024-01-27,23:21:06,S002,Scarves 547,Fashion and Accessories,Scarves,5,15982.28,79911.4,4370.29,Debit Card,C0097,50,Female,"100,000+",Bangalore,No,Medium
T0063,2024-02-22,01:55:38,S005,Treadmills 516,Sports and Outdoors,Treadmills,1,69231.48,69231.48,19537.4,Credit Card,C0026,69,Male,"50,000-74,999",Hyderabad,No,High
T003,2024-03-08,11:07:16,S005,Smartphones 166,Electronics,Smartphones,4,17829.32,71317.28,4443.89,Credit Card,C0093,81,Female,"50,000-74,999",Chennai,Yes,High
T0045,2024-06-17,18:16:47,S001,Refrigerators 400,Home Appliances,Refrigerators,1,29247.79,29247.79,5868.15,Cash,C0057,50,Male,"<25,000",Hyderabad,No,Low
T0077,2024-07-05,14:28:32,S001,Blenders 589,Home Appliances,Blenders,5,23406.33,117031.65,33719.25,Mobile Payment,C0051,39,Male,"25,000-49,999",Chennai,No,High
T0039,2024-01-25,10:41:45,S001,Massage Devices 468,Health and Wellness,Massage Devices,5,79141.74,395708.7,106984.9,Credit Card,C0086,41,Male,"100,000+",Mumbai,No,High
T0027,2024-01-06,08:39:28,S004,Gloves 389,Fashion and Accessories,Gloves,1,92518.55,92518.55,4689.99,Credit Card,C0075,42,Female,"50,000-74,999",Delhi,Yes,Medium
T0093,2024-03-23,03:24:19,S002,Fiction Books 871,Books and Media,Fiction Books,5,36424.9,182124.5,50114.32,Credit Card,C0021,75,Female,"25,000-49,999",Mumbai,Yes,High
T0057,2024-05-22,20:05:18,S002,Vitamins 758,Health and Wellness,Vitamins,5,85064.78,425323.9,119430.49,Credit Card,C0055,64,Female,"100,000+",Chennai,No,Low
T0058,2024-06-19,08:22:45,S001,Vacuum Cleaners 628,Home Appliances,Vacuum Cleaners,4,85207.68,340830.72,25578.16,Debit Card,C0052,28,Female,"25,000-49,999",Bangalore,No,Medium
T0078,2024-03-12,04:16:51,S003,Massage Devices 423,Health and Wellness,Massage Devices,1,68585.37,68585.37,9648.66,Cash,C0080,22,Male,"75,000-99,999",Hyderabad,No,Low
T0021,2024-06-22,05:06:51,S005,Fitness Equipment 990,Health and Wellness,Fitness Equipment,4,93679.29,374717.16,43149.8,Cash,C0070,44,Male,"<25,000",Delhi,No,High
T0081,2024-04-17,14:18:09,S002,Microwave Ovens 568,Home Appliances,Microwave Ovens,1,66928.8,66928.8,10157.99,Debit Card,C0045,54,Male,"100,000+",Delhi,Yes,Low
T0014,2024-01-02,22:49:51,S001,Laptops 984,Electronics,Laptops,4,46438.61,185754.44,25519.18,Mobile Payment,C0023,55,Female,"25,000-49,999",Chennai,No,Medium
T0016,2024-07-11,21:39:45,S004,Treadmills 818,Sports and Outdoors,Treadmills,4,17330.5,69322.0,12847.37,Credit Card,C0081,24,Female,"75,000-99,999",Bangalore,Yes,High
T0023,2024-06-17,17:16:35,S004,DVDs 545,Books and Media,DVDs,4,33471.93,133887.72,3837.63,Cash,C0056,73,Female,"100,000+",Hyderabad,Yes,Low
T0050,2024-07-18,18:32:15,S002,Health Monitors 521,Health and Wellness,Health Monitors,5,97004.0,485020.0,53061.74,Cash,C0020,34,Female,"<25,000",Hyderabad,No,Medium
T0059,2024-04-17,08:08:15,S004,Home Assistants 167,Electronics,Home Assistants,5,94608.92,473044.6,56721.04,Debit Card,C0071,58,Male,"25,000-49,999",Hyderabad,No,Medium
T0018,2024-06-12,00:50:01,S003,Health Monitors 690,Health and Wellness,Health Monitors,5,32713.07,163565.35,24985.67,Mobile Payment,C0044,55,Male,"25,000-49,999",Mumbai,Yes,Low
T0023,2024-07-16,03:01:13,S003,Non-Fiction Books 709,Books and Media,Non-Fiction Books,1,26362.61,26362.61,1914.66,Credit Card,C0050,56,Female,"25,000-49,999",Delhi,Yes,High
T0089,2024-01-16,23:22:41,S005,Digital Cameras 115,Electronics,Digital Cameras,5,42781.64,213908.2,60648.04,Mobile Payment,C0058,64,Female,"75,000-99,999",Delhi,No,High
T0053,2024-05-19,19:42:04,S004,Handbags 843,Fashion and Accessories,Handbags,2,30797.33,61594.66,4455.91,Credit Card,C0014,40,Male,"75,000-99,999",Bangalore,No,Low
T0065,2024-03-31,13:36:38,S002,Dumbbells 301,Sports and Outdoors,Dumbbells,3,12815.2,38445.6,822.87,Credit Card,C0056,63,Male,"50,000-74,999",Bangalore,Yes,High
T0029,2024-04-09,09:16:08,S001,DVDs 310,Books and Media,DVDs,4,11844.15,47376.6,13249.62,Credit Card,C0085,27,Female,"50,000-74,999",Mumbai,Yes,Low
T0046,2024-03-06,14:57:28,S005,eBooks 863,Books and Media,eBooks,5,86862.66,434313.3,41966.43,Cash,C0052,73,Female,"75,000-99,999",Hyderabad,Yes,Low
T0031,2024-04-19,05:34:47,S003,Shoes 213,Fashion and Accessories,Shoes,2,21189.33,42378.66,11129.81,Debit Card,C0048,60,Female,"50,000-74,999",Bangalore,No,High
T001,2024-03-09,05:48:00,S004,Shoes 524,Fashion and Accessories,Shoes,1,21965.05,21965.05,3896.55,Mobile Payment,C0096,39,Female,"100,000+",Hyderabad,No,High
T0032,2024-07-08,17:27:00,S002,Handbags 710,Fashion and Accessories,Handbags,1,50417.46,50417.46,4145.4,Credit Card,C0016,35,Male,"100,000+",Bangalore,Yes,Low
T0041,2024-01-08,14:26:31,S004,Belts 759,Fashion and Accessories,Belts,5,95662.62,478313.1,93118.05,Mobile Payment,C0082,27,Female,"25,000-49,999",Hyderabad,Yes,Medium
T0027,2024-02-25,04:43:30,S005,Vacuum Cleaners 321,Home Appliances,Vacuum Cleaners,1,23614.04,23614.04,3199.85,Mobile Payment,C0079,70,Male,"75,000-99,999",Delhi,Yes,Low
T0075,2024-03-29,18:02:36,S002,Jewelry 181,Fashion and Accessories,Jewelry,1,14044.22,14044.22,1139.29,Cash,C0045,38,Male,"75,000-99,999",Hyderabad,No,Medium
T0031,2024-05-09,21:49:48,S005,Microwave Ovens 157,Home Appliances,Microwave Ovens,4,8709.26,34837.04,4242.39,Cash,C0078,83,Male,"50,000-74,999",Chennai,No,Medium
T0061,2024-01-16,05:06:09,S001,Digital Cameras 807,Electronics,Digital Cameras,5,98726.14,493630.7,31527.38,Mobile Payment,C0013,75,Female,"100,000+",Chennai,Yes,High
T0035,2024-03-30,14:57:46,S005,Laptops 918,Electronics,Laptops,1,61353.53,61353.53,3678.62,Debit Card,C0068,83,Male,"25,000-49,999",Delhi,Yes,Medium
T0030,2024-02-20,09:08:31,S002,Watches 843,Fashion and Accessories,Watches,4,38094.15,152376.6,21493.0,Cash,C0072,70,Male,"<25,000",Mumbai,No,Low
T0045,2024-05-06,19:52:42,S005,Water Heaters 265,Home Appliances,Water Heaters,1,34312.95,34312.95,3743.86,Mobile Payment,C0010,27,Female,"25,000-49,999",Hyderabad,Yes,Low
T0016,2024-03-05,11:21:01,S005,Scarves 660,Fashion and Accessories,Scarves,1,30148.37,30148.37,2162.51,Mobile Payment,C0055,65,Female,"75,000-99,999",Delhi,Yes,High
T0016,2024-04-13,06:27:00,S001,Hats 648,Fashion and Accessories,Hats,3,9964.24,29892.72,294.27,Credit Card,C0069,56,Female,"50,000-74,999",Mumbai,Yes,Medium
T0051,2024-02-05,06:57:24,S005,Blenders 499,Home Appliances,Blenders,4,49215.04,196860.16,17238.61,Debit Card,C00100,25,Male,"<25,000",Hyderabad,No,High
T0062,2024-03-27,23:24:56,S005,Digital Cameras 892,Electronics,Digital Cameras,3,96524.91,289574.73,41625.5,Cash,C0065,61,Male,"<25,000",Hyderabad,Yes,High
T009,2024-06-08,01:48:52,S001,Running Shoes 695,Sports and Outdoors,Running Shoes,4,68504.98,274019.92,27216.55,Debit Card,C0057,27,Male,"75,000-99,999",Chennai,Yes,Medium
T0055,2024-06-01,18:46:00,S002,Vitamins 177,Health and Wellness,Vitamins,1,27923.61,27923.61,2506.67,Debit Card,C0052,22,Male,"100,000+",Hyderabad,No,High
T00100,2024-01-30,15:07:28,S005,Handbags 933,Fashion and Accessories,Handbags,1,19583.3,19583.3,1743.58,Cash,C0035,24,Male,"<25,000",Hyderabad,Yes,Medium
T0088,2024-07-17,08:42:48,S001,Sports Apparel 693,Sports and Outdoors,Sports Apparel,1,86433.56,86433.56,10527.23,Mobile Payment,C0051,76,Male,"75,000-99,999",Hyderabad,No,Medium
T0030,2024-06-07,04:54:01,S001,Yoga Accessories 779,Health and Wellness,Yoga Accessories,4,2945.84,11783.36,1260.97,Debit Card,C0018,21,Female,"25,000-49,999",Chennai,Yes,Medium
T0077,2024-01-13,13:26:56,S004,Essential Oils 404,Health and Wellness,Essential Oils,2,98904.51,197809.02,24154.95,Credit Card,C0035,35,Female,"75,000-99,999",Mumbai,No,Medium
T0028,2024-04-03,18:06:12,S004,Hats 566,Fashion and Accessories,Hats,2,25526.96,51053.92,1774.79,Credit Card,C0025,24,Female,"25,000-49,999",Bangalore,Yes,Low
T0050,2024-01-31,01:31:59,S002,CDs 488,Books and Media,CDs,5,78711.04,393555.2,67729.72,Credit Card,C0041,37,Female,"75,000-99,999",Chennai,No,Medium
T0036,2024-06-08,02:16:28,S002,Watches 578,Fashion and Accessories,Watches,2,12205.48,24410.96,886.44,Debit Card,C0023,58,Male,"100,000+",Chennai,Yes,High
T0062,2024-06-13,08:19:09,S001,Comic Books 626,Books and Media,Comic Books,4,71209.51,284838.04,35612.83,Mobile Payment,C0032,55,Male,"25,000-49,999",Delhi,Yes,High
T0031,2024-04-29,11:44:47,S003,Watches 649,Fashion and Accessories,Watches,4,30068.32,120273.28,3155.58,Mobile Payment,C004,27,Female,"<25,000",Hyderabad,Yes,Low
T0056,2024-01-21,00:55:54,S001,Refrigerators 884,Home Appliances,Refrigerators,5,41058.33,205291.65,29182.95,Mobile Payment,C0024,49,Male,"<25,000",Delhi,No,Low
T0099,2024-07-15,16:45:34,S003,Sunglasses 933,Fashion and Accessories,Sunglasses,5,67423.39,337116.95,19521.71,Cash,C0081,83,Male,"<25,000",Hyderabad,Yes,Medium
T0097,2024-01-26,19:52:10,S002,Home Assistants 339,Electronics,Home Assistants,3,55617.47,166852.41,45497.46,Mobile Payment,C0043,59,Male,"75,000-99,999",Mumbai,No,High
T0087,2024-06-13,07:01:41,S004,Washing Machines 887,Home Appliances,Washing Machines,4,27496.63,109986.52,20995.49,Debit Card,C0015,47,Female,"75,000-99,999",Hyderabad,Yes,High
T0044,2024-01-15,22:31:19,S003,Water Heaters 299,Home Appliances,Water Heaters,5,49868.07,249340.35,8167.01,Credit Card,C0041,65,Female,"100,000+",Chennai,Yes,Medium
T0086,2024-06-07,01:19:43,S001,Headphones 441,Electronics,Headphones,2,70335.63,140671.26,28078.84,Credit Card,C0036,53,Female,"25,000-49,999",Chennai,Yes,High
T0092,2024-02-24,06:16:27,S005,Haircare Products 600,Health and Wellness,Haircare Products,2,40796.11,81592.22,11167.35,Mobile Payment,C0042,47,Male,"75,000-99,999",Chennai,Yes,High
T0065,2024-01-07,13:06:33,S002,Microwave Ovens 611,Home Appliances,Microwave Ovens,4,17417.88,69671.52,4468.99,Debit Card,C0087,41,Female,"50,000-74,999",Mumbai,No,Medium
T0037,2024-04-16,00:13:33,S003,Wearable Devices 734,Electronics,Wearable Devices,4,29373.0,117492.0,7572.52,Debit Card,C0050,62,Male,"75,000-99,999",Delhi,No,Medium
T005,2024-03-17,00:18:24,S004,Essential Oils 121,Health and Wellness,Essential Oils,4,76219.0,304876.0,23039.14,Debit Card,C005,47,Female,"25,000-49,999",Chennai,No,Low
T0040,2024-06-23,15:40:47,S001,Yoga Accessories 593,Health and Wellness,Yoga Accessories,2,2652.48,5304.96,478.98,Credit Card,C0092,51,Female,"25,000-49,999",Mumbai,Yes,Low
T0029,2024-01-24,16:01:27,S001,Massage Devices 344,Health and Wellness,Massage Devices,1,26425.61,26425.61,4241.78,Cash,C002,56,Female,"100,000+",Delhi,Yes,High
T0089,2024-06-04,21:42:48,S004,Electric Kettles 522,Home Appliances,Electric Kettles,2,99503.78,199007.56,16112.51,Credit Card,C0029,78,Female,"75,000-99,999",Mumbai,Yes,Medium
T0065,2024-05-07,20:55:54,S003,Jewelry 500,Fashion and Accessories,Jewelry,4,76072.84,304291.36,23148.46,Debit Card,C0033,77,Male,"<25,000",Mumbai,No,Medium
T0079,2024-04-03,11:56:58,S003,Gaming Consoles 792,Electronics,Gaming Consoles,2,87906.43,175812.86,11887.23,Debit Card,C002,84,Male,"<25,000",Mumbai,No,Medium
T0052,2024-03-18,03:33:46,S001,Air Purifiers 435,Home Appliances,Air Purifiers,1,38140.34,38140.34,146.4,Mobile Payment,C0012,45,Male,"25,000-49,999",Bangalore,No,Low
T0085,2024-03-18,19:55:01,S005,DVDs 800,Books and Media,DVDs,5,59414.62,297073.1,8960.83,Credit Card,C0029,30,Male,"<25,000",Bangalore,No,Low
T0067,2024-04-05,18:03:31,S001,Belts 594,Fashion and Accessories,Belts,1,94700.58,94700.58,16050.73,Debit Card,C0076,82,Female,"75,000-99,999",Bangalore,No,Low
T0030,2024-04-10,00:33:18,S002,Laptops 748,Electronics,Laptops,3,30547.41,91642.23,25397.71,Debit Card,C0049,65,Female,"75,000-99,999",Chennai,Yes,Low
T0090,2024-04-11,19:31:46,S001,Bicycles 175,Sports and Outdoors,Bicycles,2,50757.79,101515.58,6123.26,Debit Card,C0052,31,Female,"75,000-99,999",Mumbai,No,Low
T0051,2024-02-27,23:01:21,S002,Running Shoes 859,Sports and Outdoors,Running Shoes,2,93211.1,186422.2,28067.52,Debit Card,C0073,72,Male,"25,000-49,999",Delhi,No,High
T0087,2024-05-13,11:15:39,S003,Treadmills 819,Sports and Outdoors,Treadmills,5,44501.73,222508.65,33394.8,Debit Card,C0026,51,Male,"50,000-74,999",Delhi,No,Medium
T0093,2024-04-13,03:56:33,S005,Digital Cameras 194,Electronics,Digital Cameras,3,64836.52,194509.56,5710.41,Credit Card,C0069,75,Female,"25,000-49,999",Chennai,No,Medium
T0092,2024-02-18,03:29:27,S001,Non-Fiction Books 616,Books and Media,Non-Fiction Books,5,55405.49,277027.45,81376.94,Cash,C0083,61,Male,"50,000-74,999",Delhi,Yes,Medium
T0019,2024-05-03,11:08:09,S004,Routers 311,Electronics,Routers,2,54772.33,109544.66,1218.81,Credit Card,C0054,35,Male,"75,000-99,999",Hyderabad,Yes,High
T0077,2024-04-08,00:48:40,S004,Bicycles 348,Sports and Outdoors,Bicycles,4,36125.23,144500.92,41014.16,Cash,C0010,79,Male,"75,000-99,999",Delhi,Yes,Medium
T0055,2024-01-13,04:40:24,S002,Coffee Makers 459,Home Appliances,Coffee Makers,2,99879.5,199759.0,12890.54,Debit Card,C0083,62,Male,"100,000+",Mumbai,Yes,Medium
T0088,2024-05-19,00:44:22,S003,Jackets 492,Fashion and Accessories,Jackets,2,16604.5,33209.0,5472.51,Mobile Payment,C0078,46,Female,"75,000-99,999",Chennai,Yes,Medium
T0086,2024-02-17,02:32:20,S002,Routers 285,Electronics,Routers,5,63397.45,316987.25,26689.25,Credit Card,C0051,71,Male,"50,000-74,999",Bangalore,Yes,High
T0068,2024-01-26,23:22:30,S003,Camping Gear 806,Sports and Outdoors,Camping Gear,3,69462.37,208387.11,10924.13,Credit Card,C003,71,Female,"75,000-99,999",Chennai,No,Medium
T0023,2024-03-05,10:45:51,S003,Skincare Products 864,Health and Wellness,Skincare Products,5,60699.0,303495.0,77921.92,Mobile Payment,C0024,82,Female,"100,000+",Delhi,Yes,High
T0070,2024-04-12,02:13:19,S002,Essential Oils 199,Health and Wellness,Essential Oils,2,47880.86,95761.72,12510.19,Debit Card,C0010,49,Male,"100,000+",Mumbai,Yes,Medium
T0040,2024-01-03,06:31:51,S002,Home Assistants 506,Electronics,Home Assistants,4,11927.0,47708.0,12070.09,Credit Card,C008,59,Male,"100,000+",Delhi,No,High
T0049,2024-06-01,15:25:25,S002,Haircare Products 247,Health and Wellness,Haircare Products,1,91607.11,91607.11,2741.39,Mobile Payment,C0074,58,Female,"100,000+",Delhi,No,Medium
T0095,2024-06-10,17:07:33,S002,Coffee Makers 708,Home Appliances,Coffee Makers,4,93369.56,373478.24,56497.8,Credit Card,C0084,68,Female,"25,000-49,999",Mumbai,Yes,Medium
T0055,2024-03-05,08:04:54,S002,Hiking Boots 817,Sports and Outdoors,Hiking Boots,1,17803.78,17803.78,2104.35,Debit Card,C0064,49,Male,"25,000-49,999",Mumbai,Yes,Low
T0036,2024-05-04,01:01:01,S004,Routers 174,Electronics,Routers,2,72072.13,144144.26,16273.8,Cash,C0083,64,Male,"<25,000",Mumbai,Yes,Medium
T006,2024-03-12,09:10:32,S001,Air Purifiers 608,Home Appliances,Air Purifiers,4,95079.5,380318.0,31809.3,Debit Card,C0085,52,Male,"100,000+",Mumbai,Yes,Low
T0017,2024-07-03,13:30:33,S005,Microwave Ovens 454,Home Appliances,Microwave Ovens,5,48191.66,240958.3,18643.37,Mobile Payment,C0082,43,Male,"50,000-74,999",Hyderabad,Yes,Low
T001,2024-07-16,10:55:43,S003,Microwave Ovens 247,Home Appliances,Microwave Ovens,4,32457.99,129831.96,415.2,Credit Card,C0035,41,Female,"25,000-49,999",Mumbai,No,High
T007,2024-04-15,22:13:10,S003,Supplements 366,Health and Wellness,Supplements,5,20416.07,102080.35,6313.44,Mobile Payment,C0010,32,Female,"50,000-74,999",Delhi,No,Medium
T0018,2024-05-26,00:35:33,S004,Graphic Novels 817,Books and Media,Graphic Novels,1,13286.07,13286.07,2187.59,Mobile Payment,C0088,64,Male,"100,000+",Hyderabad,Yes,Low
T0098,2024-07-13,05:01:03,S003,Health Monitors 991,Health and Wellness,Health Monitors,3,78801.95,236405.85,33995.27,Mobile Payment,C0065,69,Male,"100,000+",Delhi,No,High
T006,2024-04-18,16:26:18,S001,Supplements 293,Health and Wellness,Supplements,5,32705.42,163527.1,24786.11,Debit Card,C0081,26,Male,"75,000-99,999",Mumbai,Yes,High
T0079,2024-03-28,07:29:16,S004,Shoes 881,Fashion and Accessories,Shoes,3,58542.52,175627.56,43550.07,Cash,C0044,36,Female,"75,000-99,999",Chennai,No,Low
T0074,2024-04-23,06:06:33,S005,Washing Machines 382,Home Appliances,Washing Machines,3,72902.59,218707.77,2447.47,Cash,C001,45,Male,"50,000-74,999",Delhi,No,Low
T0019,2024-07-06,19:20:57,S003,Headphones 427,Electronics,Headphones,2,5141.83,10283.66,994.68,Credit Card,C0054,21,Male,"75,000-99,999",Mumbai,No,Medium
T0080,2024-04-03,05:45:25,S002,DVDs 153,Books and Media,DVDs,4,63890.41,255561.64,39541.5,Cash,C0061,32,Female,"75,000-99,999",Mumbai,No,Low
T0093,2024-06-05,14:28:45,S002,Water Bottles 265,Sports and Outdoors,Water Bottles,5,25354.98,126774.9,27837.74,Cash,C0055,55,Male,"75,000-99,999",Delhi,No,Low
T003,2024-03-02,15:22:43,S003,Supplements 652,Health and Wellness,Supplements,2,34861.28,69722.56,2440.75,Cash,C009,22,Female,"50,000-74,999",Mumbai,No,High
T0019,2024-06-02,01:10:15,S001,Non-Fiction Books 142,Books and Media,Non-Fiction Books,1,25176.67,25176.67,5462.17,Debit Card,C0085,66,Male,"100,000+",Mumbai,No,Low
T0028,2024-01-03,05:17:21,S001,Skincare Products 872,Health and Wellness,Skincare Products,3,80246.02,240738.06,25042.77,Mobile Payment,C0016,59,Female,"50,000-74,999",Delhi,Yes,Low
T0014,2024-01-31,21:51:29,S005,Haircare Products 847,Health and Wellness,Haircare Products,4,49597.97,198391.88,1613.12,Credit Card,C0084,66,Female,"100,000+",Delhi,No,Medium
T0044,2024-07-02,05:48:51,S005,Laptops 203,Electronics,Laptops,2,23652.51,47305.02,13525.57,Debit Card,C0048,81,Male,"75,000-99,999",Chennai,Yes,Low
T0089,2024-01-28,01:29:56,S004,CDs 826,Books and Media,CDs,2,75032.44,150064.88,2885.97,Cash,C0061,36,Female,"25,000-49,999",Bangalore,No,Medium
T0058,2024-01-15,09:20:01,S001,Belts 327,Fashion and Accessories,Belts,2,33969.46,67938.92,20234.05,Cash,C0050,26,Male,"25,000-49,999",Chennai,Yes,Medium
T009,2024-02-13,14:39:44,S005,Dumbbells 119,Sports and Outdoors,Dumbbells,2,21645.96,43291.92,1842.69,Debit Card,C0074,29,Male,"75,000-99,999",Hyderabad,No,High
T0080,2024-05-31,15:47:51,S002,Digital Cameras 622,Electronics,Digital Cameras,1,48783.68,48783.68,2383.62,Mobile Payment,C0063,21,Male,"75,000-99,999",Bangalore,No,Medium
T0049,2024-07-05,16:53:18,S003,Laptops 465,Electronics,Laptops,1,80235.37,80235.37,22403.01,Mobile Payment,C0093,57,Male,"<25,000",Bangalore,Yes,High
